Nb,Ta,V,Cr,Mo,Ti,W,density,V_avgr,Tm_avg_K,active_system,YS_1300C_MPa,dist_to_target,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,ST_LT_TIMEOUT
0.25,0.15,0.35,0.1,0.1,0.0,0.05,9.49,0.3465,2637.4,Nb-Ta-V-Cr-Mo-W,549.9747468236542,0.1957890020745121,2286.6086179030526,2509.426841661125,2013.4586179030525,2236.2768416611248,False
