Nb,Ta,V,Cr,Mo,Ti,W,density,V_avgr,Tm_avg_K,active_system,YS_1300C_MPa,dist_to_target,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,ST_LT_TIMEOUT
0.3,0.15,0.15,0.1,0.2,0.1,0.0,9.212600000000002,0.3415,2637.25,Nb-Ta-V-Cr-Mo-Ti,453.9335434429317,0.1957890020745122,2200.838242146532,2506.9949688676993,1927.688242146532,2233.844968867699,False
0.3,0.15,0.15,0.15,0.15,0.1,0.0,9.0561,0.3364999999999999,2601.4500000000003,Nb-Ta-V-Cr-Mo-Ti,503.8375183106931,0.1957890020745121,2109.7556698499666,2419.849691136958,1836.6056698499665,2146.699691136958,False
0.3,0.15,0.2,0.1,0.15,0.1,0.0,9.004100000000001,0.3445,2601.6,Nb-Ta-V-Cr-Mo-Ti,423.55436524573713,0.1632993161855452,2196.603390359064,2459.2961840269354,1923.453390359064,2186.1461840269353,False
0.3,0.15,0.2,0.1,0.2,0.05,0.0,9.292800000000002,0.344,2649.3500000000004,Nb-Ta-V-Cr-Mo-Ti,510.78272144731056,0.1914854215512676,2236.279884438708,2516.712024385603,1963.129884438708,2243.562024385603,False
0.3,0.15,0.2,0.15,0.15,0.05,0.0,9.1363,0.3389999999999999,2613.55,Nb-Ta-V-Cr-Mo-Ti,553.4959517409764,0.1914854215512676,2158.582742370499,2431.692832602763,1885.432742370499,2158.5428326027627,False
0.3,0.15,0.25,0.05,0.2,0.05,0.0,9.2408,0.352,2649.5,Nb-Ta-V-Cr-Mo-Ti,422.9349683052316,0.187082869338697,2319.700387595407,2553.4772035348133,2046.5503875954068,2280.327203534813,False
0.3,0.15,0.25,0.1,0.15,0.05,0.0,9.0843,0.347,2613.7,Nb-Ta-V-Cr-Mo-Ti,471.5549506854503,0.1732050807568877,2229.7519599846255,2468.4168169686313,1956.6019599846254,2195.2668169686312,False
0.3,0.15,0.25,0.15,0.1,0.05,0.0,8.927800000000001,0.3419999999999999,2577.9,Nb-Ta-V-Cr-Mo-Ti,497.0108626277285,0.187082869338697,2163.8611058319993,2383.810093278344,1890.7111058319992,2110.660093278344,False
0.3,0.15,0.3,0.1,0.1,0.05,0.0,8.875800000000002,0.35,2578.05,Nb-Ta-V-Cr-Mo-Ti,423.2307767504858,0.1825741858350553,2215.1515686512985,2416.1430462606672,1942.0015686512984,2142.993046260667,False
0.3,0.2,0.15,0.15,0.1,0.1,0.0,9.3766,0.3379999999999999,2621.15,Nb-Ta-V-Cr-Mo-Ti,464.4322920449089,0.1779513042005218,2125.0901212391905,2444.6744370010842,1851.9401212391904,2171.524437001084,False
