Nb,Ta,V,Cr,Mo,Ti,W,density,V_avgr,Tm_avg_K,active_system,YS_1300C_MPa,dist_to_target,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,ST_LT_TIMEOUT
0.2,0.1,0.15,0.1,0.15,0.2,0.1,9.3827,0.329,2616.55,Nb-Ta-V-Cr-Mo-Ti-W,461.9174279380351,0.1825741858350553,2204.928664910734,2527.7561229451603,1931.7786649107338,2254.60612294516,False
0.2,0.1,0.15,0.15,0.1,0.2,0.1,9.2262,0.324,2580.75,Nb-Ta-V-Cr-Mo-Ti-W,519.2377355027863,0.1957890020745122,2108.6766528443363,2460.528394515664,1835.5266528443362,2187.378394515664,False
0.2,0.1,0.2,0.1,0.1,0.2,0.1,9.1742,0.332,2580.9,Nb-Ta-V-Cr-Mo-Ti-W,436.8999370951837,0.1632993161855452,2181.8533073292283,2482.509687927072,1908.7033073292282,2209.3596879270717,False
0.2,0.1,0.2,0.1,0.15,0.15,0.1,9.4629,0.3315,2628.65,Nb-Ta-V-Cr-Mo-Ti-W,516.7224159680802,0.1471960144387974,2232.5157837402066,2536.113633169979,1959.3657837402066,2262.963633169979,False
0.2,0.1,0.2,0.1,0.2,0.15,0.05,9.014400000000002,0.333,2588.7000000000003,Nb-Ta-V-Cr-Mo-Ti-W,493.90586253954007,0.1779513042005218,2214.407218502746,2484.9389601096454,1941.2572185027461,2211.7889601096454,False
0.2,0.1,0.2,0.15,0.1,0.15,0.1,9.3064,0.3265,2592.85,Nb-Ta-V-Cr-Mo-Ti-W,567.040809636366,0.1632993161855452,2147.755565378778,2469.232610424248,1874.605565378778,2196.082610424248,False
0.2,0.1,0.2,0.15,0.2,0.1,0.05,9.1466,0.3275,2600.65,Nb-Ta-V-Cr-Mo-Ti-W,630.2050603688969,0.1914854215512676,2178.5611686417146,2467.1616230762997,1905.4111686417145,2194.0116230762997,False
0.2,0.1,0.25,0.05,0.15,0.15,0.1,9.410900000000002,0.3395,2628.8,Nb-Ta-V-Cr-Mo-Ti-W,426.52850109239535,0.1414213562373095,2300.078414570925,2559.049005583762,2026.9284145709248,2285.899005583762,False
0.2,0.1,0.25,0.05,0.2,0.15,0.05,8.9624,0.3409999999999999,2588.85,Nb-Ta-V-Cr-Mo-Ti-W,406.7710349486444,0.1732050807568877,2283.9326090970135,2514.5821442124293,2010.7826090970134,2241.432144212429,False
0.2,0.1,0.25,0.05,0.25,0.1,0.05,9.2511,0.3405,2636.6,Nb-Ta-V-Cr-Mo-Ti-W,476.27385514051,0.2,2337.5639594636787,2571.4879019848645,2064.4139594636786,2298.3379019848644,False
