Nb,Ta,V,Cr,Mo,Ti,W,density,V_avgr,Tm_avg_K,active_system,YS_1300C_MPa,dist_to_target,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,ST_LT_TIMEOUT
0.15,0.15,0.2,0.15,0.15,0.15,0.05,9.2639,0.325,2579.9,Nb-Ta-V-Cr-Mo-Ti-W,566.5844964570879,0.1632993161855452,2151.291362061279,2457.027638344351,1878.1413620612789,2183.877638344351,False
0.15,0.15,0.25,0.05,0.2,0.15,0.05,9.3684,0.3379999999999999,2615.85,Nb-Ta-V-Cr-Mo-Ti-W,426.8177971094957,0.1581138830084189,2306.4429556649357,2554.9135239174475,2033.2929556649356,2281.7635239174474,False
0.15,0.15,0.25,0.1,0.15,0.15,0.05,9.2119,0.333,2580.05,Nb-Ta-V-Cr-Mo-Ti-W,483.5614571681967,0.1414213562373095,2210.2001879068202,2482.5203832561315,1937.0501879068202,2209.3703832561314,False
0.15,0.15,0.25,0.15,0.15,0.1,0.05,9.3441,0.3275,2592.0,Nb-Ta-V-Cr-Mo-Ti-W,608.2027837599679,0.1581138830084189,2189.9811881673922,2470.8424564122383,1916.8311881673922,2197.6924564122382,False
0.15,0.15,0.3,0.05,0.15,0.15,0.05,9.1599,0.3409999999999999,2580.2,Nb-Ta-V-Cr-Mo-Ti-W,402.5851198009088,0.1527525231651946,2260.3355244230274,2506.075902243379,1987.1855244230273,2232.925902243379,False
0.15,0.15,0.3,0.05,0.2,0.1,0.05,9.4486,0.3405,2627.95,Nb-Ta-V-Cr-Mo-Ti-W,475.0023758477772,0.1683250823060346,2321.2554763835615,2565.2567305948255,2048.1054763835614,2292.1067305948254,False
0.15,0.15,0.3,0.1,0.05,0.15,0.1,9.4519,0.3345,2584.35,Nb-Ta-V-Cr-Mo-Ti-W,466.37695466791246,0.1527525231651946,2190.0537577088708,2485.2644185331073,1916.9037577088707,2212.1144185331073,False
0.15,0.15,0.3,0.1,0.15,0.1,0.05,9.2921,0.3355,2592.15,Nb-Ta-V-Cr-Mo-Ti-W,524.6026813723719,0.1527525231651946,2237.708902401162,2494.1675982295687,1964.558902401162,2221.0175982295686,False
0.15,0.15,0.3,0.15,0.15,0.05,0.05,9.4243,0.3299999999999999,2604.1,Nb-Ta-V-Cr-Mo-Ti-W,642.6922074228398,0.1825741858350553,2230.1256594664187,2485.055095738965,1956.9756594664186,2211.905095738965,False
0.15,0.15,0.35,0.05,0.15,0.1,0.05,9.2401,0.3435,2592.3,Nb-Ta-V-Cr-Mo-Ti-W,442.81175596445934,0.1779513042005218,2276.8969531201947,2515.8312729941163,2003.7469531201946,2242.681272994116,False
