Nb,Ta,V,Cr,Mo,Ti,W,density,V_avgr,Tm_avg_K,active_system,YS_1300C_MPa,dist_to_target,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,ST_LT_TIMEOUT
0.35,0.1,0.25,0.05,0.15,0.05,0.05,9.2833,0.3535,2662.45,Nb-Ta-V-Cr-Mo-Ti-W,420.39917492127967,0.1999999999999999,2321.247473132459,2559.674917741437,2048.097473132459,2286.524917741437,False
0.35,0.1,0.25,0.1,0.1,0.05,0.05,9.1268,0.3485,2626.65,Nb-Ta-V-Cr-Mo-Ti-W,468.9727015200007,0.2,2238.5317986521595,2482.3273787402104,1965.3817986521594,2209.1773787402103,False
0.35,0.15,0.2,0.15,0.05,0.05,0.05,9.499300000000002,0.3419999999999999,2646.2,Nb-Ta-V-Cr-Mo-Ti-W,512.6477952877634,0.1999999999999999,2192.2392858960475,2489.6582699257247,1919.0892858960474,2216.5082699257246,False
0.35,0.15,0.25,0.1,0.05,0.05,0.05,9.4473,0.35,2646.35,Nb-Ta-V-Cr-Mo-Ti-W,434.20213912123006,0.1825741858350553,2254.8091736610677,2510.4567959582037,1981.6591736610676,2237.3067959582036,False
