Nb,Ta,V,Cr,Mo,Ti,W,density,V_avgr,Tm_avg_K,active_system,YS_1300C_MPa,dist_to_target,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,ST_LT_TIMEOUT
0.2,0.1,0.3,0.15,0.15,0.05,0.05,9.0183,0.333,2577.1,Nb-Ta-V-Cr-Mo-Ti-W,611.9429784274969,0.1957890020745121,2210.6056700397457,2435.520233254996,1937.4556700397457,2162.370233254996,False
0.2,0.1,0.35,0.05,0.1,0.1,0.1,9.2826,0.345,2605.25,Nb-Ta-V-Cr-Mo-Ti-W,442.592985601248,0.1779513042005218,2276.9959598114483,2517.5670270204155,2003.8459598114482,2244.4170270204154,False
0.2,0.1,0.35,0.1,0.1,0.05,0.1,9.4148,0.3395,2617.2,Nb-Ta-V-Cr-Mo-Ti-W,559.2960081745117,0.1914854215512676,2269.111645512207,2510.045938789465,1995.9616455122068,2236.8959387894647,False
0.2,0.15,0.15,0.1,0.15,0.2,0.05,9.2547,0.332,2596.3,Nb-Ta-V-Cr-Mo-Ti-W,416.7815028521442,0.1632993161855452,2183.062276544929,2491.3714055793976,1909.9122765449288,2218.2214055793975,False
0.2,0.15,0.15,0.15,0.15,0.15,0.05,9.3869,0.3265,2608.25,Nb-Ta-V-Cr-Mo-Ti-W,556.7976220833642,0.1632993161855452,2132.645385324789,2472.824949243441,1859.495385324789,2199.674949243441,False
0.2,0.15,0.2,0.05,0.2,0.15,0.05,9.491400000000002,0.3395,2644.2000000000003,Nb-Ta-V-Cr-Mo-Ti-W,404.13825680666446,0.1414213562373095,2320.270308252488,2576.38632251917,2047.120308252488,2303.23632251917,False
0.2,0.15,0.2,0.1,0.05,0.2,0.1,9.494700000000002,0.3335,2600.6000000000004,Nb-Ta-V-Cr-Mo-Ti-W,410.0965215125028,0.1414213562373095,2175.088131807624,2504.3355098970646,1901.938131807624,2231.1855098970645,False
0.2,0.15,0.2,0.1,0.15,0.15,0.05,9.3349,0.3345,2608.4,Nb-Ta-V-Cr-Mo-Ti-W,470.9541270043378,0.1224744871391589,2210.5791086730915,2501.772456885688,1937.4291086730914,2228.622456885688,False
0.2,0.15,0.2,0.15,0.15,0.1,0.05,9.4671,0.329,2620.35,Nb-Ta-V-Cr-Mo-Ti-W,607.477379527228,0.1414213562373095,2175.476527833036,2486.2721927902007,1902.326527833036,2213.1221927902006,False
0.2,0.15,0.2,0.2,0.1,0.1,0.05,9.3106,0.324,2584.55,Nb-Ta-V-Cr-Mo-Ti-W,636.1851598455515,0.1732050807568877,2105.2998225511196,2413.9075298372923,1832.1498225511195,2140.757529837292,False
