Nb,Ta,V,Cr,Mo,Ti,W,density,V_avgr,Tm_avg_K,active_system,YS_1300C_MPa,dist_to_target,Solidus_K_TC,Liquidus_K_TC,Solidus_C_TC,Liquidus_C_TC,ST_LT_TIMEOUT
0.2,0.2,0.15,0.1,0.2,0.15,0.0,9.415400000000002,0.3345,2623.8,Nb-Ta-V-Cr-Mo-Ti,448.0626519823896,0.1732050807568877,2212.1498090655564,2512.3322428967113,1938.9998090655563,2239.182242896711,False
0.2,0.2,0.15,0.15,0.15,0.15,0.0,9.2589,0.3295,2588.0,Nb-Ta-V-Cr-Mo-Ti,499.1390718014654,0.1732050807568877,2109.6015519263196,2429.737542177062,1836.4515519263196,2156.587542177062,False
0.2,0.2,0.15,0.2,0.15,0.1,0.0,9.391100000000002,0.324,2599.95,Nb-Ta-V-Cr-Mo-Ti,632.4002504632881,0.2,2078.742849498492,2409.135310567848,1805.592849498492,2135.985310567848,False
0.2,0.2,0.2,0.1,0.15,0.15,0.0,9.2069,0.3375,2588.15,Nb-Ta-V-Cr-Mo-Ti,419.8673335707516,0.135400640077266,2188.4806032593056,2465.2242200201413,1915.3306032593055,2192.074220020141,False
0.2,0.2,0.2,0.1,0.2,0.1,0.0,9.4956,0.337,2635.9,Nb-Ta-V-Cr-Mo-Ti,505.2240733395996,0.1527525231651947,2242.125132647552,2525.7825421196635,1968.975132647552,2252.6325421196634,False
0.2,0.2,0.2,0.15,0.15,0.1,0.0,9.339100000000002,0.332,2600.1,Nb-Ta-V-Cr-Mo-Ti,549.5926945368323,0.1527525231651946,2153.8358736525356,2445.4265753552313,1880.6858736525355,2172.276575355231,False
0.2,0.2,0.2,0.2,0.15,0.05,0.0,9.4713,0.3265,2612.05,Nb-Ta-V-Cr-Mo-Ti,678.6452104295687,0.1957890020745122,2136.1988140470444,2427.730751728217,1863.0488140470443,2154.580751728217,False
0.2,0.2,0.25,0.05,0.2,0.1,0.0,9.4436,0.345,2636.05,Nb-Ta-V-Cr-Mo-Ti,418.17953026115305,0.1471960144387974,2314.051091531255,2557.3220517959476,2040.9010915312551,2284.1720517959475,False
0.2,0.2,0.25,0.1,0.15,0.1,0.0,9.2871,0.34,2600.25,Nb-Ta-V-Cr-Mo-Ti,468.7087005346178,0.1290994448735805,2217.480972054973,2477.8993571884275,1944.3309720549728,2204.7493571884274,False
0.2,0.2,0.25,0.15,0.15,0.05,0.0,9.4193,0.3345,2612.2,Nb-Ta-V-Cr-Mo-Ti,594.911332985551,0.1632993161855452,2197.483176476463,2460.677935125098,1924.333176476463,2187.527935125098,False
