Nb,Ta,V,Cr,Mo,Ti,W,density,V_avgr,Tm_avg_K,active_system,YS_1300C_MPa,dist_to_target
0.25,0.15,0.15,0.1,0.2,0.15,0.0,9.0094,0.3375,2596.8,Nb-Ta-V-Cr-Mo-Ti,426.0120072344223,0.187082869338697
0.25,0.15,0.15,0.15,0.0,0.2,0.1,9.461200000000002,0.33,2593.15,Nb-Ta-V-Cr-Ti-W,429.05582498329824,0.2
0.25,0.15,0.15,0.15,0.1,0.15,0.05,9.3014,0.331,2600.9500000000003,Nb-Ta-V-Cr-Mo-Ti-W,498.31328395246027,0.1581138830084189
0.25,0.15,0.15,0.15,0.2,0.1,0.0,9.1416,0.332,2608.75,Nb-Ta-V-Cr-Mo-Ti,566.8907539843839,0.2
0.25,0.15,0.15,0.2,0.1,0.1,0.05,9.4336,0.3255,2612.9,Nb-Ta-V-Cr-Mo-Ti-W,631.8859067829745,0.187082869338697
0.25,0.15,0.2,0.05,0.25,0.1,0.0,9.246100000000002,0.345,2644.7,Nb-Ta-V-Cr-Mo-Ti,414.7530138906618,0.1957890020745122
0.25,0.15,0.2,0.1,0.1,0.15,0.05,9.2494,0.339,2601.1,Nb-Ta-V-Cr-Mo-Ti-W,418.72147999684506,0.1154700538379251
0.25,0.15,0.2,0.1,0.2,0.1,0.0,9.0896,0.3399999999999999,2608.9,Nb-Ta-V-Cr-Mo-Ti,480.1688661989124,0.1683250823060346
0.25,0.15,0.2,0.15,0.1,0.1,0.05,9.3816,0.3335,2613.05,Nb-Ta-V-Cr-Mo-Ti-W,548.6653414352744,0.135400640077266
0.25,0.15,0.2,0.15,0.2,0.05,0.0,9.221800000000002,0.3345,2620.8500000000004,Nb-Ta-V-Cr-Mo-Ti,617.5674754339869,0.1957890020745122
0.25,0.15,0.2,0.2,0.05,0.1,0.05,9.2251,0.3285,2577.25,Nb-Ta-V-Cr-Mo-Ti-W,570.4088827014222,0.1825741858350554
0.25,0.15,0.25,0.05,0.15,0.1,0.05,9.4861,0.3465,2649.0,Nb-Ta-V-Cr-Mo-Ti-W,416.7494954943455,0.1080123449734643
0.25,0.15,0.25,0.1,0.0,0.15,0.1,9.4894,0.3405,2605.4,Nb-Ta-V-Cr-Ti-W,404.3170662651521,0.1471960144387974
0.25,0.15,0.25,0.1,0.1,0.1,0.05,9.3296,0.3415,2613.2,Nb-Ta-V-Cr-Mo-Ti-W,467.4489287309036,0.1080123449734643
0.25,0.15,0.25,0.1,0.15,0.1,0.0,8.8811,0.343,2573.25,Nb-Ta-V-Cr-Mo-Ti,442.3599410072299,0.1471960144387974
0.25,0.15,0.25,0.1,0.2,0.05,0.0,9.1698,0.3425,2621.0,Nb-Ta-V-Cr-Mo-Ti,529.7167876437395,0.1779513042005218
0.25,0.15,0.25,0.15,0.05,0.1,0.05,9.173100000000002,0.3365,2577.4,Nb-Ta-V-Cr-Mo-Ti-W,495.0697991217049,0.1471960144387974
0.25,0.15,0.25,0.15,0.1,0.05,0.05,9.4618,0.3359999999999999,2625.15,Nb-Ta-V-Cr-Mo-Ti-W,593.8838581145465,0.1471960144387974
0.25,0.15,0.25,0.15,0.15,0.05,0.0,9.0133,0.3375,2585.2,Nb-Ta-V-Cr-Mo-Ti,563.1397999412395,0.1779513042005218
0.25,0.15,0.25,0.2,0.05,0.05,0.05,9.3053,0.331,2589.35,Nb-Ta-V-Cr-Mo-Ti-W,608.8235098277308,0.1914854215512676
0.25,0.15,0.3,0.05,0.2,0.05,0.0,9.1178,0.3505,2621.15,Nb-Ta-V-Cr-Mo-Ti,444.1202443293897,0.187082869338697
0.25,0.15,0.3,0.1,0.05,0.1,0.05,9.1211,0.3445,2577.55,Nb-Ta-V-Cr-Mo-Ti-W,421.99711274700365,0.1414213562373095
0.25,0.15,0.3,0.1,0.1,0.05,0.05,9.4098,0.344,2625.3,Nb-Ta-V-Cr-Mo-Ti-W,511.52357677155817,0.1414213562373095
0.25,0.15,0.3,0.1,0.15,0.05,0.0,8.961300000000001,0.3455,2585.3500000000004,Nb-Ta-V-Cr-Mo-Ti,483.6104049604788,0.1732050807568877
0.25,0.15,0.3,0.15,0.05,0.05,0.05,9.2533,0.3389999999999999,2589.5,Nb-Ta-V-Cr-Mo-Ti-W,532.4927149433861,0.1732050807568877
0.25,0.15,0.35,0.05,0.1,0.05,0.05,9.3578,0.352,2625.45,Nb-Ta-V-Cr-Mo-Ti-W,431.5321788721265,0.1683250823060346
0.25,0.15,0.35,0.05,0.15,0.05,0.0,8.9093,0.3535,2585.5,Nb-Ta-V-Cr-Mo-Ti,406.59902031258457,0.1957890020745121
0.25,0.15,0.35,0.1,0.05,0.05,0.05,9.2013,0.347,2589.65,Nb-Ta-V-Cr-Mo-Ti-W,458.2416623228865,0.1825741858350553
0.25,0.15,0.35,0.1,0.1,0.0,0.05,9.49,0.3465,2637.4,Nb-Ta-V-Cr-Mo-W,549.9747468236542,0.1957890020745121
0.25,0.2,0.1,0.15,0.15,0.15,0.0,9.3819,0.331,2616.3500000000004,Nb-Ta-V-Cr-Mo-Ti,474.8680945542369,0.1999999999999999
0.25,0.2,0.15,0.15,0.1,0.15,0.0,9.1734,0.334,2580.7,Nb-Ta-V-Cr-Mo-Ti,436.14247843485737,0.1683250823060346
0.25,0.2,0.15,0.15,0.15,0.1,0.0,9.4621,0.3335,2628.45,Nb-Ta-V-Cr-Mo-Ti,531.9958112336451,0.1683250823060346
0.25,0.2,0.15,0.2,0.1,0.1,0.0,9.3056,0.3285,2592.65,Nb-Ta-V-Cr-Mo-Ti,562.1931350149405,0.1957890020745122
0.25,0.2,0.2,0.1,0.15,0.1,0.0,9.4101,0.3415,2628.6,Nb-Ta-V-Cr-Mo-Ti,449.0280426894912,0.1290994448735805
0.25,0.2,0.2,0.15,0.0,0.15,0.05,9.4134,0.3355,2585.0,Nb-Ta-V-Cr-Ti-W,414.0443824195856,0.1632993161855452
0.25,0.2,0.2,0.15,0.1,0.1,0.0,9.2536,0.3365,2592.8,Nb-Ta-V-Cr-Mo-Ti,485.0162206216236,0.1471960144387974
0.25,0.2,0.2,0.2,0.1,0.05,0.0,9.3858,0.331,2604.75,Nb-Ta-V-Cr-Mo-Ti,608.2853379762681,0.1914854215512676
0.25,0.2,0.25,0.1,0.1,0.1,0.0,9.2016,0.3445,2592.95,Nb-Ta-V-Cr-Mo-Ti,410.2920255361553,0.1224744871391589
0.25,0.2,0.25,0.1,0.15,0.05,0.0,9.4903,0.344,2640.7,Nb-Ta-V-Cr-Mo-Ti,500.3080125884606,0.1414213562373095
0.25,0.2,0.25,0.15,0.0,0.1,0.05,9.4936,0.338,2597.1,Nb-Ta-V-Cr-Ti-W,458.0842143989547,0.1581138830084189
0.25,0.2,0.25,0.15,0.1,0.05,0.0,9.3338,0.339,2604.9,Nb-Ta-V-Cr-Mo-Ti,529.6583315595002,0.1581138830084189
0.25,0.2,0.3,0.05,0.15,0.05,0.0,9.4383,0.352,2640.8500000000004,Nb-Ta-V-Cr-Mo-Ti,418.2962168741796,0.1527525231651946
0.25,0.2,0.3,0.1,0.1,0.05,0.0,9.2818,0.347,2605.05,Nb-Ta-V-Cr-Mo-Ti,453.2802519618525,0.1527525231651946
0.25,0.2,0.3,0.15,0.1,0.0,0.0,9.414,0.3415,2617.0,Nb-Ta-V-Cr-Mo,569.1327089571864,0.1957890020745121
0.3,0.05,0.2,0.1,0.1,0.15,0.1,8.971400000000001,0.339,2594.35,Nb-Ta-V-Cr-Mo-Ti-W,446.43167366429617,0.2
0.3,0.05,0.2,0.1,0.15,0.1,0.1,9.2601,0.3384999999999999,2642.1,Nb-Ta-V-Cr-Mo-Ti-W,528.8807127005365,0.2
0.3,0.05,0.25,0.05,0.15,0.1,0.1,9.2081,0.3465,2642.25,Nb-Ta-V-Cr-Mo-Ti-W,437.56941218317,0.1957890020745121
0.3,0.05,0.25,0.1,0.1,0.1,0.1,9.0516,0.3414999999999999,2606.45,Nb-Ta-V-Cr-Mo-Ti-W,493.23109546012034,0.1957890020745122
0.3,0.1,0.15,0.1,0.15,0.15,0.05,9.0519,0.3389999999999999,2609.75,Nb-Ta-V-Cr-Mo-Ti-W,424.4817295810275,0.187082869338697
0.3,0.1,0.15,0.1,0.2,0.1,0.05,9.3406,0.3385,2657.5,Nb-Ta-V-Cr-Mo-Ti-W,506.4177084529692,0.2
0.3,0.1,0.15,0.15,0.05,0.15,0.1,9.3439,0.3325,2613.9,Nb-Ta-V-Cr-Mo-Ti-W,497.2347218716493,0.1999999999999999
0.3,0.1,0.15,0.15,0.1,0.15,0.05,8.8954,0.334,2573.95,Nb-Ta-V-Cr-Mo-Ti-W,471.9231458279558,0.1999999999999999
0.3,0.1,0.15,0.15,0.15,0.1,0.05,9.1841,0.3335,2621.7000000000003,Nb-Ta-V-Cr-Mo-Ti-W,565.6014410116577,0.1999999999999999
0.3,0.1,0.2,0.05,0.2,0.1,0.05,9.2886,0.3465,2657.65,Nb-Ta-V-Cr-Mo-Ti-W,412.9553558199101,0.1825741858350553
0.3,0.1,0.2,0.1,0.05,0.15,0.1,9.291900000000002,0.3405,2614.05,Nb-Ta-V-Cr-Mo-Ti-W,417.3437755442272,0.1683250823060346
0.3,0.1,0.2,0.1,0.15,0.1,0.05,9.1321,0.3414999999999999,2621.85,Nb-Ta-V-Cr-Mo-Ti-W,478.5649751416089,0.1683250823060346
0.3,0.1,0.2,0.1,0.2,0.05,0.05,9.4208,0.341,2669.6000000000004,Nb-Ta-V-Cr-Mo-Ti-W,564.8579614822287,0.1957890020745122
0.3,0.1,0.2,0.15,0.05,0.1,0.1,9.4241,0.335,2626.0,Nb-Ta-V-Cr-Mo-Ti-W,547.4601385955741,0.1825741858350553
0.3,0.1,0.2,0.15,0.1,0.1,0.05,8.9756,0.3365,2586.05,Nb-Ta-V-Cr-Mo-Ti-W,519.2190917228007,0.1825741858350553
0.3,0.1,0.2,0.15,0.15,0.05,0.05,9.2643,0.3359999999999999,2633.8,Nb-Ta-V-Cr-Mo-Ti-W,616.2161379526095,0.1957890020745121
0.3,0.1,0.25,0.05,0.2,0.05,0.05,9.3688,0.349,2669.75,Nb-Ta-V-Cr-Mo-Ti-W,470.0417708812833,0.1914854215512676
0.3,0.1,0.25,0.1,0.05,0.1,0.1,9.3721,0.343,2626.15,Nb-Ta-V-Cr-Mo-Ti-W,465.9314957513391,0.1632993161855452
0.3,0.1,0.25,0.1,0.1,0.1,0.05,8.9236,0.3445,2586.2,Nb-Ta-V-Cr-Mo-Ti-W,440.5833392603241,0.1632993161855452
0.3,0.1,0.25,0.1,0.15,0.05,0.05,9.2123,0.344,2633.95,Nb-Ta-V-Cr-Mo-Ti-W,528.0341897554449,0.1779513042005218
0.3,0.1,0.25,0.15,0.1,0.05,0.05,9.0558,0.339,2598.15,Nb-Ta-V-Cr-Mo-Ti-W,561.4700220060585,0.1914854215512676
0.3,0.1,0.3,0.05,0.15,0.05,0.05,9.1603,0.352,2634.1000000000004,Nb-Ta-V-Cr-Mo-Ti-W,442.1990096469581,0.187082869338697
0.3,0.1,0.3,0.1,0.0,0.1,0.1,9.1636,0.346,2590.5,Nb-Ta-V-Cr-Ti-W,420.2492481587744,0.1999999999999999
0.3,0.1,0.3,0.1,0.05,0.05,0.1,9.4523,0.3455,2638.25,Nb-Ta-V-Cr-Mo-Ti-W,509.8631013326949,0.187082869338697
0.3,0.1,0.3,0.1,0.1,0.05,0.05,9.003800000000002,0.347,2598.3,Nb-Ta-V-Cr-Mo-Ti-W,481.6416962459082,0.187082869338697
0.3,0.15,0.1,0.15,0.1,0.15,0.05,9.4244,0.3325,2629.3,Nb-Ta-V-Cr-Mo-Ti-W,473.4497070426152,0.2
0.3,0.15,0.15,0.1,0.2,0.1,0.0,9.212600000000002,0.3415,2637.25,Nb-Ta-V-Cr-Mo-Ti,453.9335434429317,0.1957890020745122
0.3,0.15,0.15,0.15,0.05,0.15,0.05,9.2159,0.3355,2593.65,Nb-Ta-V-Cr-Mo-Ti-W,434.6626440901876,0.1825741858350553
0.3,0.15,0.15,0.15,0.15,0.1,0.0,9.0561,0.3364999999999999,2601.4500000000003,Nb-Ta-V-Cr-Mo-Ti,503.8375183106931,0.1957890020745121
0.3,0.15,0.2,0.1,0.1,0.1,0.05,9.4526,0.3429999999999999,2641.55,Nb-Ta-V-Cr-Mo-Ti-W,447.17431240083033,0.1290994448735805
0.3,0.15,0.2,0.1,0.15,0.1,0.0,9.004100000000001,0.3445,2601.6,Nb-Ta-V-Cr-Mo-Ti,423.55436524573713,0.1632993161855452
0.3,0.15,0.2,0.1,0.2,0.05,0.0,9.292800000000002,0.344,2649.3500000000004,Nb-Ta-V-Cr-Mo-Ti,510.78272144731056,0.1914854215512676
0.3,0.15,0.2,0.15,0.05,0.1,0.05,9.2961,0.338,2605.75,Nb-Ta-V-Cr-Mo-Ti-W,483.26575935989257,0.1632993161855452
0.3,0.15,0.2,0.15,0.15,0.05,0.0,9.1363,0.3389999999999999,2613.55,Nb-Ta-V-Cr-Mo-Ti,553.4959517409764,0.1914854215512676
0.3,0.15,0.25,0.05,0.2,0.05,0.0,9.2408,0.352,2649.5,Nb-Ta-V-Cr-Mo-Ti,422.9349683052316,0.187082869338697
0.3,0.15,0.25,0.1,0.05,0.1,0.05,9.2441,0.346,2605.9,Nb-Ta-V-Cr-Mo-Ti-W,408.29236423226166,0.1414213562373095
0.3,0.15,0.25,0.1,0.15,0.05,0.0,9.0843,0.347,2613.7,Nb-Ta-V-Cr-Mo-Ti,471.5549506854503,0.1732050807568877
0.3,0.15,0.25,0.15,0.05,0.05,0.05,9.3763,0.3405,2617.85,Nb-Ta-V-Cr-Mo-Ti-W,527.6239952675114,0.1732050807568877
0.3,0.15,0.25,0.15,0.1,0.05,0.0,8.927800000000001,0.3419999999999999,2577.9,Nb-Ta-V-Cr-Mo-Ti,497.0108626277285,0.187082869338697
0.3,0.15,0.3,0.05,0.1,0.05,0.05,9.4808,0.3535,2653.8,Nb-Ta-V-Cr-Mo-Ti-W,416.0566123993099,0.1527525231651946
0.3,0.15,0.3,0.1,0.05,0.05,0.05,9.3243,0.3485,2618.0,Nb-Ta-V-Cr-Mo-Ti-W,450.9813656137718,0.1683250823060346
0.3,0.15,0.3,0.1,0.1,0.05,0.0,8.875800000000002,0.35,2578.05,Nb-Ta-V-Cr-Mo-Ti,423.2307767504858,0.1825741858350553
0.3,0.2,0.15,0.15,0.1,0.1,0.0,9.3766,0.3379999999999999,2621.15,Nb-Ta-V-Cr-Mo-Ti,464.4322920449089,0.1779513042005218
0.3,0.2,0.2,0.15,0.05,0.1,0.0,9.1681,0.341,2585.5,Nb-Ta-V-Cr-Mo-Ti,415.755181444608,0.1732050807568877
0.3,0.2,0.2,0.15,0.1,0.05,0.0,9.4568,0.3404999999999999,2633.25,Nb-Ta-V-Cr-Mo-Ti,515.2466211643145,0.1732050807568877
0.3,0.2,0.25,0.1,0.1,0.05,0.0,9.404800000000002,0.3485,2633.4,Nb-Ta-V-Cr-Mo-Ti,437.01120411516337,0.1527525231651946
0.3,0.2,0.25,0.15,0.05,0.05,0.0,9.2483,0.3435,2597.6,Nb-Ta-V-Cr-Mo-Ti,458.2694268002559,0.1825741858350553
0.3,0.2,0.3,0.1,0.1,0.0,0.0,9.485,0.351,2645.5,Nb-Ta-V-Cr-Mo,481.78664686713006,0.1914854215512676
0.35,0.1,0.2,0.1,0.05,0.1,0.1,9.4951,0.3445,2654.5,Nb-Ta-V-Cr-Mo-Ti-W,445.07608816697,0.1914854215512676
0.35,0.1,0.2,0.1,0.1,0.1,0.05,9.0466,0.346,2614.55,Nb-Ta-V-Cr-Mo-Ti-W,421.2319187190539,0.1914854215512676
0.35,0.1,0.25,0.05,0.15,0.05,0.05,9.2833,0.3535,2662.45,Nb-Ta-V-Cr-Mo-Ti-W,420.39917492127967,0.1999999999999999
0.35,0.1,0.25,0.1,0.1,0.05,0.05,9.1268,0.3485,2626.65,Nb-Ta-V-Cr-Mo-Ti-W,468.9727015200007,0.2
0.35,0.15,0.2,0.1,0.15,0.05,0.0,9.2073,0.3485,2642.05,Nb-Ta-V-Cr-Mo-Ti,449.3768259008466,0.1999999999999999
0.35,0.15,0.2,0.15,0.05,0.05,0.05,9.499300000000002,0.3419999999999999,2646.2,Nb-Ta-V-Cr-Mo-Ti-W,512.6477952877634,0.1999999999999999
0.35,0.15,0.25,0.1,0.05,0.05,0.05,9.4473,0.35,2646.35,Nb-Ta-V-Cr-Mo-Ti-W,434.20213912123006,0.1825741858350553
0.35,0.15,0.25,0.1,0.1,0.05,0.0,8.9988,0.3515,2606.4,Nb-Ta-V-Cr-Mo-Ti,407.79760406899896,0.1957890020745121
